,genbank_accessions,genome_id,genome_name,organism_name,taxon_id,genome_status,strain,culture_collection,type_strain,completion_date,bioproject_accession,biosample_accession,refseq_accessions,sequencing_centers,sequencing_status,sequencing_platform,assembly_method,chromosomes,plasmids,genome_length,gc_content,refseq_cds,isolation_source,collection_date,isolation_country,geographic_location,host_name,host_health,comments,assembly_name,assembly_type,assembly_status,refseq_category,source_database,paired_accession,paired_assembly,bioproject_lineage_accessions,bioproject_lineage_titles,biosample_last_updated,biosample_publication_date,biosample_submission_date,biosample_package,biosample_status,biosample_description,biosample_owner,biosample_collected_by,biosample_lat_lon,biosample_sample_ids,biosample_models,biosample_bioprojects,biosample_attributes_json,annotation_name,annotation_provider,annotation_release_date,annotation_gene_total,annotation_gene_non_coding,annotation_gene_other,checkm_marker_set,checkm_marker_set_rank,checkm_version,checkm_completeness,checkm_contamination,checkm_completeness_percentile,checkm_species_tax_id,ani_match_status,ani_category,ani_comment,ani_submitted_match_assembly,ani_submitted_match_ani,ani_submitted_match_organism,assembly_stats_contig_n50,assembly_stats_contig_l50,assembly_stats_gc_count,assembly_stats_genome_coverage,assembly_stats_atgc_count,organism_infraspecific_names_strain,organism_infraspecific_names_isolate,assembly_stats_total_number_of_chromosomes,wgs_project_accession,annotation_count_gene_total,annotation_count_gene_protein_coding,annotation_count_gene_pseudogene,mash_cluster,mlst_source,mlst,isolation_source_l1,isolation_source_l2,serotype
1068,GCA_051016035.1,GCF_051016035.1,Pseudomonas aeruginosa 85505,Pseudomonas aeruginosa,287,Complete,85505,,,2025-06-22,PRJNA1180571,SAMN44523483,GCF_051016035.1,University of Nottingham,OK,Illumina; Oxford Nanopore,Flye v. v2.9.2; Circlator v. v1.5.5; Medaka v. v1.11.1; Polypolish v. v0.5.0; Polca v. December 2023,1,0,6426922,66.5,5821,ear canal swab,Unknown,United Kingdom,United Kingdom,Canis lupus familiaris,otitis externa,,ASM5101603v1,haploid,current,,SOURCE_DATABASE_REFSEQ,GCA_051016035.1,"{'accession': 'GCA_051016035.1', 'status': 'current', 'annotationName': 'NCBI Prokaryotic Genome Annotation Pipeline (PGAP)'}",PRJNA1180571,Pseudomonas aeruginosa from clinical cases of canine otitis externa,2025-06-22T12:39:47.293,2025-06-22T12:39:47.293,2024-10-31T13:25:04.777,Pathogen.cl.1.0,"{'status': 'live', 'when': '2025-06-22T12:39:47.293'}","{'title': 'Pathogen: clinical or host-associated sample from Pseudomonas aeruginosa', 'organism': {'taxId': 287, 'organismName': 'Pseudomonas aeruginosa'}}","{'name': 'University of Nottingham', 'contacts': [{}]}",Anette Loeffler,Unknown,"{'label': 'Sample name', 'value': 'PA85505'}",Pathogen.cl,PRJNA1180571,"[{""name"": ""strain"", ""value"": ""85505""}, {""name"": ""collected_by"", ""value"": ""Anette Loeffler""}, {""name"": ""collection_date"", ""value"": ""Unknown""}, {""name"": ""geo_loc_name"", ""value"": ""United Kingdom""}, {""name"": ""host"", ""value"": ""Canis lupus familiaris""}, {""name"": ""host_disease"", ""value"": ""otitis externa""}, {""name"": ""isolation_source"", ""value"": ""ear canal swab""}, {""name"": ""lat_lon"", ""value"": ""Unknown""}]",GCF_051016035.1-RS_2025_06_21,NCBI RefSeq,2025-06-21,5944,80,,Pseudomonas aeruginosa,species,v1.2.3,99.82,0.49,94.5445,287,species_match,category_na,na,GCA_024169805.1,99.4,Pseudomonas aeruginosa,6426922,1,4263841,23.0,6426922,85505,,1.0,,5944.0,5821.0,43.0,83,PubMLST,1228,human,ears,O1
1069,GCA_051016045.1,GCF_051016045.1,Pseudomonas aeruginosa 84269,Pseudomonas aeruginosa,287,Complete,84269,,,2025-06-22,PRJNA1180571,SAMN44523482,GCF_051016045.1,University of Nottingham,OK,Illumina; Oxford Nanopore,Flye v. v2.9.2; Circlator v. v1.5.5; Medaka v. v1.11.1; Polypolish v. v0.5.0; Polca v. December 2023,1,0,6906640,66.0,6319,ear canal swab,Unknown,United Kingdom,United Kingdom,Canis lupus familiaris,otitis externa,,ASM5101604v1,haploid,current,,SOURCE_DATABASE_REFSEQ,GCA_051016045.1,"{'accession': 'GCA_051016045.1', 'status': 'current', 'annotationName': 'NCBI Prokaryotic Genome Annotation Pipeline (PGAP)'}",PRJNA1180571,Pseudomonas aeruginosa from clinical cases of canine otitis externa,2025-06-22T12:39:47.283,2025-06-22T12:39:47.283,2024-10-31T13:25:04.767,Pathogen.cl.1.0,"{'status': 'live', 'when': '2025-06-22T12:39:47.283'}","{'title': 'Pathogen: clinical or host-associated sample from Pseudomonas aeruginosa', 'organism': {'taxId': 287, 'organismName': 'Pseudomonas aeruginosa'}}","{'name': 'University of Nottingham', 'contacts': [{}]}",Anette Loeffler,Unknown,"{'label': 'Sample name', 'value': 'PA84269'}",Pathogen.cl,PRJNA1180571,"[{""name"": ""strain"", ""value"": ""84269""}, {""name"": ""collected_by"", ""value"": ""Anette Loeffler""}, {""name"": ""collection_date"", ""value"": ""Unknown""}, {""name"": ""geo_loc_name"", ""value"": ""United Kingdom""}, {""name"": ""host"", ""value"": ""Canis lupus familiaris""}, {""name"": ""host_disease"", ""value"": ""otitis externa""}, {""name"": ""isolation_source"", ""value"": ""ear canal swab""}, {""name"": ""lat_lon"", ""value"": ""Unknown""}]",GCF_051016045.1-RS_2025_06_22,NCBI RefSeq,2025-06-22,6474,82,,Pseudomonas aeruginosa,species,v1.2.3,98.69,1.61,19.3043,287,species_match,category_na,na,GCA_001042925.1,99.5,Pseudomonas aeruginosa,6906640,1,4561403,23.0,6906640,84269,,1.0,,6474.0,6319.0,73.0,31,-,-,human,ears,O6
1070,GCA_051016055.1,GCF_051016055.1,Pseudomonas aeruginosa 83240,Pseudomonas aeruginosa,287,Complete,83240,,,2025-06-22,PRJNA1180571,SAMN44523481,GCF_051016055.1,University of Nottingham,OK,Illumina; Oxford Nanopore,Flye v. v2.9.2; Circlator v. v1.5.5; Medaka v. v1.11.1; Polypolish v. v0.5.0; Polca v. December 2023,2,1,6918464,66.0,6348,ear canal swab,Unknown,United Kingdom,United Kingdom,Canis lupus familiaris,otitis externa,,ASM5101605v1,haploid,current,,SOURCE_DATABASE_REFSEQ,GCA_051016055.1,"{'accession': 'GCA_051016055.1', 'status': 'current', 'annotationName': 'NCBI Prokaryotic Genome Annotation Pipeline (PGAP)'}",PRJNA1180571,Pseudomonas aeruginosa from clinical cases of canine otitis externa,2025-06-22T12:39:47.277,2025-06-22T12:39:47.277,2024-10-31T13:25:04.757,Pathogen.cl.1.0,"{'status': 'live', 'when': '2025-06-22T12:39:47.277'}","{'title': 'Pathogen: clinical or host-associated sample from Pseudomonas aeruginosa', 'organism': {'taxId': 287, 'organismName': 'Pseudomonas aeruginosa'}}","{'name': 'University of Nottingham', 'contacts': [{}]}",Anette Loeffler,Unknown,"{'label': 'Sample name', 'value': 'PA83240'}",Pathogen.cl,PRJNA1180571,"[{""name"": ""strain"", ""value"": ""83240""}, {""name"": ""collected_by"", ""value"": ""Anette Loeffler""}, {""name"": ""collection_date"", ""value"": ""Unknown""}, {""name"": ""geo_loc_name"", ""value"": ""United Kingdom""}, {""name"": ""host"", ""value"": ""Canis lupus familiaris""}, {""name"": ""host_disease"", ""value"": ""otitis externa""}, {""name"": ""isolation_source"", ""value"": ""ear canal swab""}, {""name"": ""lat_lon"", ""value"": ""Unknown""}]",GCF_051016055.1-RS_2025_06_22,NCBI RefSeq,2025-06-22,6492,79,,Pseudomonas aeruginosa,species,v1.2.3,98.84,2.31,22.4572,287,species_match,category_na,na,GCA_008801675.1,99.46,Pseudomonas aeruginosa,6789470,1,4551021,29.0,6918464,83240,,2.0,,6492.0,6348.0,65.0,25,-,-,human,ears,O5
1071,GCA_051016075.1,GCF_051016075.1,Pseudomonas aeruginosa 80632,Pseudomonas aeruginosa,287,Complete,80632,,,2025-06-22,PRJNA1180571,SAMN44523478,GCF_051016075.1,University of Nottingham,OK,Illumina; Oxford Nanopore,Flye v. v2.9.2; Circlator v. v1.5.5; Medaka v. v1.11.1; Polypolish v. v0.5.0; Polca v. December 2023,1,0,6380312,66.5,5813,ear canal swab,Unknown,United Kingdom,United Kingdom,Canis lupus familiaris,otitis externa,,ASM5101607v1,haploid,current,,SOURCE_DATABASE_REFSEQ,GCA_051016075.1,"{'accession': 'GCA_051016075.1', 'status': 'current', 'annotationName': 'NCBI Prokaryotic Genome Annotation Pipeline (PGAP)'}",PRJNA1180571,Pseudomonas aeruginosa from clinical cases of canine otitis externa,2025-06-22T12:39:47.260,2025-06-22T12:39:47.260,2024-10-31T13:25:04.727,Pathogen.cl.1.0,"{'status': 'live', 'when': '2025-06-22T12:39:47.260'}","{'title': 'Pathogen: clinical or host-associated sample from Pseudomonas aeruginosa', 'organism': {'taxId': 287, 'organismName': 'Pseudomonas aeruginosa'}}","{'name': 'University of Nottingham', 'contacts': [{}]}",Anette Loeffler,Unknown,"{'label': 'Sample name', 'value': 'PA80632'}",Pathogen.cl,PRJNA1180571,"[{""name"": ""strain"", ""value"": ""80632""}, {""name"": ""collected_by"", ""value"": ""Anette Loeffler""}, {""name"": ""collection_date"", ""value"": ""Unknown""}, {""name"": ""geo_loc_name"", ""value"": ""United Kingdom""}, {""name"": ""host"", ""value"": ""Canis lupus familiaris""}, {""name"": ""host_disease"", ""value"": ""otitis externa""}, {""name"": ""isolation_source"", ""value"": ""ear canal swab""}, {""name"": ""lat_lon"", ""value"": ""Unknown""}]",GCF_051016075.1-RS_2025_06_21,NCBI RefSeq,2025-06-21,5933,79,,Pseudomonas aeruginosa,species,v1.2.3,99.55,0.28,71.2424,287,species_match,category_na,na,GCA_024169805.1,99.47,Pseudomonas aeruginosa,6380312,1,4238739,20.0,6380312,80632,,1.0,,5933.0,5813.0,41.0,48,PubMLST,471,human,ears,O6
1072,GCA_051016175.1,GCF_051016175.1,Pseudomonas aeruginosa 29582,Pseudomonas aeruginosa,287,Complete,29582,,,2025-06-22,PRJNA1180571,SAMN44523477,GCF_051016175.1,University of Nottingham,OK,Illumina; Oxford Nanopore,Flye v. v2.9.2; Circlator v. v1.5.5; Medaka v. v1.11.1; Polypolish v. v0.5.0; Polca v. December 2023,1,0,6309761,66.5,5704,ear canal swab,Unknown,Denmark,Denmark,Canis lupus familiaris,otitis externa,,ASM5101617v1,haploid,current,,SOURCE_DATABASE_REFSEQ,GCA_051016175.1,"{'accession': 'GCA_051016175.1', 'status': 'current', 'annotationName': 'NCBI Prokaryotic Genome Annotation Pipeline (PGAP)'}",PRJNA1180571,Pseudomonas aeruginosa from clinical cases of canine otitis externa,2025-06-22T12:39:47.250,2025-06-22T12:39:47.250,2024-10-31T13:25:04.717,Pathogen.cl.1.0,"{'status': 'live', 'when': '2025-06-22T12:39:47.250'}","{'title': 'Pathogen: clinical or host-associated sample from Pseudomonas aeruginosa', 'organism': {'taxId': 287, 'organismName': 'Pseudomonas aeruginosa'}}","{'name': 'University of Nottingham', 'contacts': [{}]}",Arshnee Moodley,Unknown,"{'label': 'Sample name', 'value': 'PA29582'}",Pathogen.cl,PRJNA1180571,"[{""name"": ""strain"", ""value"": ""29582""}, {""name"": ""collected_by"", ""value"": ""Arshnee Moodley""}, {""name"": ""collection_date"", ""value"": ""Unknown""}, {""name"": ""geo_loc_name"", ""value"": ""Denmark""}, {""name"": ""host"", ""value"": ""Canis lupus familiaris""}, {""name"": ""host_disease"", ""value"": ""otitis externa""}, {""name"": ""isolation_source"", ""value"": ""ear canal swab""}, {""name"": ""lat_lon"", ""value"": ""Unknown""}]",GCF_051016175.1-RS_2025_06_21,NCBI RefSeq,2025-06-21,5812,79,,Pseudomonas aeruginosa,species,v1.2.3,99.29,0.54,44.0696,287,species_match,category_na,na,GCA_001045685.1,99.4,Pseudomonas aeruginosa DSM 50071 = NBRC 12689,6309761,1,4198039,28.0,6309761,29582,,1.0,,5812.0,5704.0,29.0,64,PubMLST,1527,human,ears,O6
1073,GCA_051027335.1,GCF_051027335.1,Pseudomonas aeruginosa 8277,Pseudomonas aeruginosa,287,Complete,8277,,,2025-06-26,PRJNA1162667,SAMN43818467,GCF_051027335.1,Ajou university,OK,PacBio; Illumina,CANU v. 1.7,1,0,6897720,66.0,6335,urine,1993-04,United Kingdom,United Kingdom: Durham,Homo sapiens,Cystic Fibrosis,,ASM5102733v1,haploid,current,,SOURCE_DATABASE_REFSEQ,GCA_051027335.1,"{'accession': 'GCA_051027335.1', 'status': 'current'}",PRJNA1162667,Pseudomonas aeruginosa strain:8277 Genome sequencing,2025-10-30T05:53:45.600,2025-06-25T12:42:19.000,2024-09-19T01:57:04.517,Pathogen.cl.1.0,"{'status': 'live', 'when': '2025-06-25T12:42:19.000'}","{'title': 'Pathogen: clinical or host-associated sample from Pseudomonas aeruginosa', 'organism': {'taxId': 287, 'organismName': 'Pseudomonas aeruginosa'}}","{'name': 'Ajou university', 'contacts': [{}]}",Central Public Health Laboratory,54.78 N 1.59 W,"{'label': 'Sample name', 'value': '8277'};{'db': 'SRA', 'value': 'SRS26945636'}",Pathogen.cl,PRJNA1162667,"[{""name"": ""strain"", ""value"": ""8277""}, {""name"": ""collected_by"", ""value"": ""Central Public Health Laboratory""}, {""name"": ""collection_date"", ""value"": ""1993-04""}, {""name"": ""geo_loc_name"", ""value"": ""United Kingdom: Durham""}, {""name"": ""host"", ""value"": ""Homo sapiens""}, {""name"": ""host_disease"", ""value"": ""Cystic Fibrosis""}, {""name"": ""isolation_source"", ""value"": ""urine""}, {""name"": ""lat_lon"", ""value"": ""54.78 N 1.59 W""}]",GCF_051027335.1-RS_2025_06_25,NCBI RefSeq,2025-06-25,6459,78,,Pseudomonas aeruginosa,species,v1.2.3,99.38,0.78,52.2474,287,species_match,category_na,na,GCA_024169805.1,99.41,Pseudomonas aeruginosa,6897720,1,4564805,422.6,6897720,8277,,1.0,,6459.0,6335.0,46.0,30,-,-,human,urinary,O1
1074,GCA_051125625.1,GCF_051125625.1,Pseudomonas aeruginosa 467523,Pseudomonas aeruginosa,287,Complete,467523,,,2025-06-29,PRJNA1078132,SAMN39991972,GCF_051125625.1,University of Nottingham,OK,Oxford Nanopore; Illumina,Flye v. 2.9.2; Circlator v. 1.5.5; Medaka v. 1.11.1; Polypolish v. 0.5.0; POLCA v. December 2023,1,0,6376100,66.5,5771,external ear canal swab,Unknown,United Kingdom,United Kingdom,Canis lupus familiaris,Otitis externa,,ASM5112562v1,haploid,current,,SOURCE_DATABASE_REFSEQ,GCA_051125625.1,"{'accession': 'GCA_051125625.1', 'status': 'current', 'annotationName': 'NCBI Prokaryotic Genome Annotation Pipeline (PGAP)'}",PRJNA1078132,Pseudomonas aeruginosa canine otitis externa isolates,2024-06-14T06:20:02.021,2024-06-14T00:00:00.000,2024-02-20T05:49:03.986,Pathogen.cl.1.0,"{'status': 'live', 'when': '2024-06-14T06:20:02.021'}","{'title': 'Pathogen: clinical or host-associated sample from Pseudomonas aeruginosa', 'organism': {'taxId': 287, 'organismName': 'Pseudomonas aeruginosa'}}","{'name': 'University of Nottingham', 'contacts': [{}]}",Stephen Steen,Unknown,"{'label': 'Sample name', 'value': 'PA467523'}",Pathogen.cl,PRJNA1078132,"[{""name"": ""strain"", ""value"": ""467523""}, {""name"": ""collected_by"", ""value"": ""Stephen Steen""}, {""name"": ""collection_date"", ""value"": ""Unknown""}, {""name"": ""geo_loc_name"", ""value"": ""United Kingdom""}, {""name"": ""host"", ""value"": ""Canis lupus familiaris""}, {""name"": ""host_disease"", ""value"": ""Otitis externa""}, {""name"": ""isolation_source"", ""value"": ""external ear canal swab""}, {""name"": ""lat_lon"", ""value"": ""Unknown""}]",GCF_051125625.1-RS_2025_06_28,NCBI RefSeq,2025-06-28,5898,79,,Pseudomonas aeruginosa,species,v1.2.3,99.61,0.38,76.4274,287,species_match,category_na,na,GCA_008801675.1,99.45,Pseudomonas aeruginosa,6376100,1,4240371,20.0,6376100,467523,,1.0,,5898.0,5771.0,48.0,92,PubMLST,3014,human,ears,O5
1075,GCA_051125635.1,GCF_051125635.1,Pseudomonas aeruginosa 488402,Pseudomonas aeruginosa,287,Complete,488402,,,2025-06-29,PRJNA1078132,SAMN39991973,GCF_051125635.1,University of Nottingham,OK,Oxford Nanopore; Illumina,Flye v. 2.9.2; Circlator v. 1.5.5; Medaka v. 1.11.1; Polypolish v. 0.5.0; POLCA v. December 2023,1,0,6337671,66.5,5700,external ear canal swab,Unknown,United Kingdom,United Kingdom,Canis lupus familiaris,Otitis externa,,ASM5112563v1,haploid,current,,SOURCE_DATABASE_REFSEQ,GCA_051125635.1,"{'accession': 'GCA_051125635.1', 'status': 'current', 'annotationName': 'NCBI Prokaryotic Genome Annotation Pipeline (PGAP)'}",PRJNA1078132,Pseudomonas aeruginosa canine otitis externa isolates,2024-06-14T06:20:01.954,2024-06-14T00:00:00.000,2024-02-20T05:49:03.993,Pathogen.cl.1.0,"{'status': 'live', 'when': '2024-06-14T06:20:01.954'}","{'title': 'Pathogen: clinical or host-associated sample from Pseudomonas aeruginosa', 'organism': {'taxId': 287, 'organismName': 'Pseudomonas aeruginosa'}}","{'name': 'University of Nottingham', 'contacts': [{}]}",Stephen Steen,Unknown,"{'label': 'Sample name', 'value': 'PA488402'}",Pathogen.cl,PRJNA1078132,"[{""name"": ""strain"", ""value"": ""488402""}, {""name"": ""collected_by"", ""value"": ""Stephen Steen""}, {""name"": ""collection_date"", ""value"": ""Unknown""}, {""name"": ""geo_loc_name"", ""value"": ""United Kingdom""}, {""name"": ""host"", ""value"": ""Canis lupus familiaris""}, {""name"": ""host_disease"", ""value"": ""Otitis externa""}, {""name"": ""isolation_source"", ""value"": ""external ear canal swab""}, {""name"": ""lat_lon"", ""value"": ""Unknown""}]",GCF_051125635.1-RS_2025_06_28,NCBI RefSeq,2025-06-28,5821,79,,Pseudomonas aeruginosa,species,v1.2.3,99.47,0.36,59.7957,287,species_match,category_na,na,GCA_001045685.1,99.42,Pseudomonas aeruginosa DSM 50071 = NBRC 12689,6337671,1,4209633,38.0,6337671,488402,,1.0,,5821.0,5700.0,42.0,90,PubMLST,557,human,ears,O7
1076,GCA_051125645.1,GCF_051125645.1,Pseudomonas aeruginosa 2943,Pseudomonas aeruginosa,287,Complete,2943,,,2025-06-29,PRJNA1078132,SAMN39991974,GCF_051125645.1,University of Nottingham,OK,Oxford Nanopore; Illumina,Flye v. 2.9.2; Circlator v. 1.5.5; Medaka v. 1.11.1; Polypolish v. 0.5.0; POLCA v. December 2023,1,0,6503316,66.5,5957,external ear canal swab,Unknown,Denmark,Denmark,Canis lupus familiaris,Otitis externa,,ASM5112564v1,haploid,current,,SOURCE_DATABASE_REFSEQ,GCA_051125645.1,"{'accession': 'GCA_051125645.1', 'status': 'current', 'annotationName': 'NCBI Prokaryotic Genome Annotation Pipeline (PGAP)'}",PRJNA1078132,Pseudomonas aeruginosa canine otitis externa isolates,2024-06-14T06:20:02.003,2024-06-14T00:00:00.000,2024-02-20T05:49:04.006,Pathogen.cl.1.0,"{'status': 'live', 'when': '2024-06-14T06:20:02.003'}","{'title': 'Pathogen: clinical or host-associated sample from Pseudomonas aeruginosa', 'organism': {'taxId': 287, 'organismName': 'Pseudomonas aeruginosa'}}","{'name': 'University of Nottingham', 'contacts': [{}]}",Arshnee Moodley,Unknown,"{'label': 'Sample name', 'value': 'PA2943'}",Pathogen.cl,PRJNA1078132,"[{""name"": ""strain"", ""value"": ""2943""}, {""name"": ""collected_by"", ""value"": ""Arshnee Moodley""}, {""name"": ""collection_date"", ""value"": ""Unknown""}, {""name"": ""geo_loc_name"", ""value"": ""Denmark""}, {""name"": ""host"", ""value"": ""Canis lupus familiaris""}, {""name"": ""host_disease"", ""value"": ""Otitis externa""}, {""name"": ""isolation_source"", ""value"": ""external ear canal swab""}, {""name"": ""lat_lon"", ""value"": ""Unknown""}]",GCF_051125645.1-RS_2025_06_28,NCBI RefSeq,2025-06-28,6073,80,,Pseudomonas aeruginosa,species,v1.2.3,99.71,0.63,86.2452,287,species_match,category_na,na,GCA_024169805.1,99.32,Pseudomonas aeruginosa,6503316,1,4319536,30.0,6503316,2943,,1.0,,6073.0,5957.0,36.0,36,-,-,human,ears,O6
1077,GCA_051125905.1,GCF_051125905.1,Pseudomonas aeruginosa 29758,Pseudomonas aeruginosa,287,Complete,29758,,,2025-06-29,PRJNA1078132,SAMN39991975,GCF_051125905.1,University of Nottingham,OK,Oxford Nanopore; Illumina,Flye v. 2.9.2; Circlator v. 1.5.5; Medaka v. 1.11.1; Polypolish v. 0.5.0; POLCA v. December 2023,1,0,6499987,66.5,5959,external ear canal swab,Unknown,Denmark,Denmark,Canis lupus familiaris,Otitis externa,,ASM5112590v1,haploid,current,,SOURCE_DATABASE_REFSEQ,GCA_051125905.1,"{'accession': 'GCA_051125905.1', 'status': 'current', 'annotationName': 'NCBI Prokaryotic Genome Annotation Pipeline (PGAP)'}",PRJNA1078132,Pseudomonas aeruginosa canine otitis externa isolates,2024-06-14T06:20:01.825,2024-06-14T00:00:00.000,2024-02-20T05:49:04.016,Pathogen.cl.1.0,"{'status': 'live', 'when': '2024-06-14T06:20:01.825'}","{'title': 'Pathogen: clinical or host-associated sample from Pseudomonas aeruginosa', 'organism': {'taxId': 287, 'organismName': 'Pseudomonas aeruginosa'}}","{'name': 'University of Nottingham', 'contacts': [{}]}",Arshnee Moodley,Unknown,"{'label': 'Sample name', 'value': 'PA29758'}",Pathogen.cl,PRJNA1078132,"[{""name"": ""strain"", ""value"": ""29758""}, {""name"": ""collected_by"", ""value"": ""Arshnee Moodley""}, {""name"": ""collection_date"", ""value"": ""Unknown""}, {""name"": ""geo_loc_name"", ""value"": ""Denmark""}, {""name"": ""host"", ""value"": ""Canis lupus familiaris""}, {""name"": ""host_disease"", ""value"": ""Otitis externa""}, {""name"": ""isolation_source"", ""value"": ""external ear canal swab""}, {""name"": ""lat_lon"", ""value"": ""Unknown""}]",GCF_051125905.1-RS_2025_06_28,NCBI RefSeq,2025-06-28,6076,80,,Pseudomonas aeruginosa,species,v1.2.3,99.82,0.63,94.5445,287,species_match,category_na,na,GCA_024169805.1,99.32,Pseudomonas aeruginosa,6499987,1,4317639,27.0,6499987,29758,,1.0,,6076.0,5959.0,37.0,36,-,-,human,ears,O6
1078,GCA_051131675.1,GCF_051131675.1,Pseudomonas aeruginosa Me23,Pseudomonas aeruginosa,287,Complete,Me23,,,2025-06-29,PRJNA1208035,SAMN46163215,GCF_051131675.1,Nottingham Trent University,OK,Oxford Nanopore MinION,Flye v. 2.9.1,2,1,7177489,65.5,6583,Catheter-associated urinary tract infection,2020-12-25,Egypt,Egypt: Mansoura,Homo sapiens,,,ASM5113167v1,haploid,current,,SOURCE_DATABASE_REFSEQ,GCA_051131675.1,"{'accession': 'GCA_051131675.1', 'status': 'current', 'annotationName': 'NCBI Prokaryotic Genome Annotation Pipeline (PGAP)'}",PRJNA1208035,Phenotype-genotype discordance in antimicrobial resistance profiles of Gram-negative uropathogens recovered from catheter-associated urinary tract infections in Egypt,2025-04-17T10:45:02.841,2025-04-17T00:00:00.000,2025-01-08T13:33:06.990,Microbe.1.0,"{'status': 'live', 'when': '2025-04-17T10:45:02.841'}","{'title': 'Microbe sample from Pseudomonas aeruginosa', 'organism': {'taxId': 287, 'organismName': 'Pseudomonas aeruginosa'}}","{'name': 'Nottingham Trent University', 'contacts': [{}]}",Mohamed Eladawy,31.04 N 31.38 E,"{'label': 'Sample name', 'value': 'Me23 - urine'}","Microbe, viral or environmental",PRJNA1208035,"[{""name"": ""strain"", ""value"": ""Me23""}, {""name"": ""host"", ""value"": ""Homo sapiens""}, {""name"": ""isolation_source"", ""value"": ""Catheter-associated urinary tract infection""}, {""name"": ""collection_date"", ""value"": ""2020-12-25""}, {""name"": ""geo_loc_name"", ""value"": ""Egypt: Mansoura""}, {""name"": ""sample_type"", ""value"": ""urine""}, {""name"": ""collected_by"", ""value"": ""Mohamed Eladawy""}, {""name"": ""identified_by"", ""value"": ""Mohamed Eladawy""}, {""name"": ""lat_lon"", ""value"": ""31.04 N 31.38 E""}]",GCF_051131675.1-RS_2025_06_29,NCBI RefSeq,2025-06-29,6757,82,,Pseudomonas aeruginosa,species,v1.2.4,99.61,2.61,76.4274,287,species_match,category_na,na,GCA_008801675.1,99.37,Pseudomonas aeruginosa,6796548,1,4709976,69.4954,7177489,Me23,,2.0,,6757.0,6583.0,92.0,93,PubMLST,381,human,urinary,multiple
1079,GCA_051257805.1,GCF_051257805.1,Pseudomonas aeruginosa 129980,Pseudomonas aeruginosa,287,Complete,129980,,,2025-07-10,PRJNA1281664,SAMN49607936,GCF_051257805.1,MRSN BI Team,OK,Oxford Nanopore MinION,Trycycler v. 0.5.3,1,0,7068624,66.0,6606,environmental,2023-11-07,Ukraine,Ukraine,Homo sapiens,Missing,,ASM5125780v1,haploid,current,,SOURCE_DATABASE_REFSEQ,GCA_051257805.1,"{'accession': 'GCA_051257805.1', 'status': 'current', 'annotationName': 'NCBI Prokaryotic Genome Annotation Pipeline (PGAP)'}",PRJNA1281664,ST-1047 Pseudomonas aeruginosa Genome sequencing and assembly,2025-06-25T10:03:07.243,2025-06-25T00:00:00.000,2025-06-25T10:03:07.243,Pathogen.cl.1.0,"{'status': 'live', 'when': '2025-06-25T10:03:07.243'}","{'title': 'Pathogen: clinical or host-associated sample from Pseudomonas aeruginosa', 'organism': {'taxId': 287, 'organismName': 'Pseudomonas aeruginosa'}}",{'name': 'MRSN BI Team'},Multidrug-Resistant Organism Repository and Surveillance Network,50.27 N 30.31 E,"{'label': 'Sample name', 'value': 'MRSN129980'}",Pathogen.cl,PRJNA1281664,"[{""name"": ""strain"", ""value"": ""129980""}, {""name"": ""collected_by"", ""value"": ""Multidrug-Resistant Organism Repository and Surveillance Network""}, {""name"": ""collection_date"", ""value"": ""2023-11-07""}, {""name"": ""geo_loc_name"", ""value"": ""Ukraine""}, {""name"": ""host"", ""value"": ""Homo sapiens""}, {""name"": ""host_disease"", ""value"": ""Missing""}, {""name"": ""isolation_source"", ""value"": ""environmental""}, {""name"": ""lat_lon"", ""value"": ""50.27 N 30.31 E""}]",GCF_051257805.1-RS_2025_07_09,NCBI RefSeq,2025-07-09,6763,85,,Pseudomonas aeruginosa,species,v1.2.4,99.5,0.99,63.8487,287,species_match,category_na,na,GCA_001045685.1,98.93,Pseudomonas aeruginosa DSM 50071 = NBRC 12689,7068624,1,4656779,100.0,7068624,129980,,1.0,,6763.0,6606.0,72.0,12,PubMLST,1047,environment,other,O7
